id;orderNumber;responsiblePerson;healthCareDistrict;vaccine;injections;arrived
43a7efce-784c-451f-996b-753f887d6d23;157;Otso Veistaro;KYS;Antiqua;4;2021-03-22T01:16:01.647708Z
6712d753-1f6e-44d3-8e0b-6931607705b9;158;Luka Kaira;TYKS;Antiqua;4;2021-03-27T01:13:18.647726Z
6b62adaa-fc34-44d1-8138-b993874e3e48;160;Sisko Poijärvi;HYKS;Antiqua;4;2021-03-21T05:14:14.647762Z
d3b5114e-aa7e-454a-9bab-7acc73878622;162;Manta Tarjanne;TYKS;Antiqua;4;2021-02-14T09:29:39.647802Z
65756c8a-b690-459b-8274-c405feb7a5f2;165;Anitta Arajärvi;HYKS;Antiqua;4;2021-01-26T05:07:09.647858Z
8b41fb35-91ab-45f7-a03d-c458499d284c;166;Aappo Wilkama;HYKS;Antiqua;4;2021-03-24T02:10:44.647874Z
87e62e6f-25f0-43b5-8c8c-c30e8b5e3f1a;168;Linda Valvanne;TAYS;Antiqua;4;2021-03-25T00:11:14.647907Z
ddbd16d4-5fe3-4f0d-bb0c-811409766447;172;Ismo Airo;TYKS;Antiqua;4;2021-02-02T17:12:48.647980Z
bf06bf7d-f7cb-4a91-a687-b4ae52970494;177;Kimi Soininen;HYKS;Antiqua;4;2021-02-27T15:27:36.648081Z
7abf4b70-6af9-4123-bd61-09b64e618f16;178;Vilma Karikoski;OYS;Antiqua;4;2021-04-06T18:53:50.648098Z
1cd045c6-b551-45f7-8190-e55e60252021;182;Lila Rantakari;KYS;Antiqua;4;2021-02-12T00:51:10.648170Z
2ab8516f-487d-498f-a6b3-cdf8389cb5f2;185;Vilppu Yrjö-Koskinen;TAYS;Antiqua;4;2021-03-30T14:03:37.648221Z
d5c5143d-810f-4646-8b44-9322ca1c789c;188;Luna Poijärvi;KYS;Antiqua;4;2021-02-15T15:32:11.648278Z
e0642f2b-e359-4419-b2c9-dd008f5ccf92;190;Impi Aario;TAYS;Antiqua;4;2021-02-25T08:31:24.648313Z
45c64860-8cd3-49af-a9b9-e3768ab9b756;191;Helinä Koskenniemi;HYKS;Antiqua;4;2021-01-30T03:23:54.648332Z
3d16fa6d-4239-4b08-9f13-a7703d838e41;192;Essi Arvelo;TYKS;Antiqua;4;2021-02-19T19:53:15.648356Z
856eacb4-4ca8-468d-8322-3b695850f27d;193;Oskar Sola;HYKS;Antiqua;4;2021-02-08T10:59:29.648382Z
3d0b12ad-004d-4b09-90de-d383b21d5e01;199;Jooseppi Arohonka;HYKS;Antiqua;4;2021-01-31T20:31:02.648489Z
3d2fa4f3-76d6-4a74-a81d-c08063d70426;203;Sisu Sillanpää;HYKS;Antiqua;4;2021-02-01T19:21:28.648558Z
73b5c0ee-5ec5-40a9-b79f-d0207202354e;205;Juliaana Niitemaa;HYKS;Antiqua;4;2021-01-03T13:00:52.648593Z
40053460-3c25-45fd-9f26-733f7822de6a;206;Aurora Kulo;TAYS;Antiqua;4;2021-01-28T17:40:43.648609Z
c1c9887b-3389-444a-a161-989c9197d9f7;207;Anitta Harvila;OYS;Antiqua;4;2021-03-10T09:41:43.648627Z
2695f1c0-1081-4139-a659-c489f578d7fd;214;Jousia Alkio;HYKS;Antiqua;4;2021-03-10T20:36:17.648760Z
130213c9-8d7a-4c2f-af9b-4f69bf43e3d5;221;Matti Paasikivi;TYKS;Antiqua;4;2021-01-29T22:36:26.648897Z
9eb7cdb4-5316-4c27-9adf-8f627ba9c84a;222;Uoti Suvivuo;OYS;Antiqua;4;2021-03-29T06:20:39.648915Z
35f6518f-e062-452b-9b83-f1ceaccba43f;228;Tapani Mannermaa;HYKS;Antiqua;4;2021-01-17T11:51:50.649033Z
f8c6de70-b83c-4972-9ab8-c2782f7ef3fd;230;Sarita Talvela;TYKS;Antiqua;4;2021-03-24T11:26:07.649067Z
be4a0cb2-e3e6-4094-b20c-0633c015c529;231;Merja Puro;KYS;Antiqua;4;2021-03-20T04:27:52.649088Z
de6fa245-5918-4724-86fd-f8cefd5124dc;233;Saara Leppälä;KYS;Antiqua;4;2021-03-03T13:51:58.649122Z
890b6928-c56f-4998-97d2-9e7e963077c0;235;Riitta Wuorenheimo;TYKS;Antiqua;4;2021-01-19T06:35:49.649183Z
06ceb069-8a45-4783-b7b9-3953e5a2a419;242;Joosef Sadeniemi;TAYS;Antiqua;4;2021-03-08T07:28:19.649317Z
1f1c9e7a-7b17-4a63-9010-2faa1bc4aaf7;248;Saku Kalela;OYS;Antiqua;4;2021-02-15T22:37:22.649425Z
726ca2ac-0ad7-4bc9-baf0-bb0212913c48;254;Katariina Rautavirta;TAYS;Antiqua;4;2021-02-19T19:00:28.649533Z
8088bb2c-fc99-4028-a216-33891ee13790;262;Aurora Ivalo;OYS;Antiqua;4;2021-03-07T22:26:17.649690Z
5b3fc328-d1de-427e-9f19-93782cc14e02;263;Mainio Leppälä;HYKS;Antiqua;4;2021-02-27T08:03:56.649708Z
f83d28fc-4fb5-46ad-b1ee-562ab3da2b31;264;Riitta Arohonka;KYS;Antiqua;4;2021-04-04T05:34:50.649725Z
8a15ceee-0a39-4522-b761-0a64f5751e7d;267;Kauno Niini;TYKS;Antiqua;4;2021-04-07T13:40:17.649784Z
2ef136ac-1c89-43dc-9dee-9f0f5f5526cd;273;Henna Saarnio;TYKS;Antiqua;4;2021-02-08T03:35:23.649888Z
b29ce655-285c-4be5-80b7-8f731f1fe466;276;Jenna Laatio;HYKS;Antiqua;4;2021-02-12T11:22:07.649945Z
5321fbc0-d1c9-49c8-83e7-bcc1f357c135;277;Taru Ahtisaari;HYKS;Antiqua;4;2021-01-31T08:17:48.649961Z
85659fce-943c-4c79-ba94-ad627bd5044f;278;Pihla Harvila;TYKS;Antiqua;4;2021-03-06T00:00:29.649977Z
8a8ba7e1-4398-42b5-baca-ede62eec7503;279;Aleksanteri Wuorimaa/Vuorimaa;HYKS;Antiqua;4;2021-04-10T22:33:23.649996Z
5414382d-f752-4328-9138-3d7bb2f3261e;285;Marja Valste;HYKS;Antiqua;4;2021-02-13T01:42:51.650118Z
0de3aa8d-995b-45e0-ab10-3e9e22b7c1da;286;Irene Palolampi;HYKS;Antiqua;4;2021-01-09T03:38:31.650176Z
dc03f6ce-44c2-42dc-9665-761e78f219bd;287;Henriikka Rislakki;TAYS;Antiqua;4;2021-01-03T17:09:55.650193Z
c86fe1fa-1a31-4bc9-90a3-67bf0f281bef;292;Samuli Liro;OYS;Antiqua;4;2021-03-09T08:10:48.650283Z
4bffb9cf-728f-454e-8661-75af3861fdc0;294;Elina Sarparanta;TYKS;Antiqua;4;2021-02-21T05:37:32.650317Z
0eafa4b5-d5c9-4991-b663-4c649d55da83;297;Bertta Airo;HYKS;Antiqua;4;2021-02-15T06:38:21.650372Z
7270e5bd-9972-4d57-9c98-d70d9fb3d147;299;Mimmi Jaari;OYS;Antiqua;4;2021-02-27T01:42:28.650406Z
54455a0a-5a0f-4bd1-902c-657ba40b2fae;303;Moona Simojoki;TYKS;Antiqua;4;2021-03-18T02:51:32.650474Z
37e618d9-8c50-4fab-b01b-94afc492b9b0;306;Eeva Ailio;TYKS;Antiqua;4;2021-02-10T08:31:24.650523Z
62e402fe-77a8-48fe-b4fd-42001c608e23;308;Katriina Kaira;TAYS;Antiqua;4;2021-02-10T02:23:35.650558Z
5aa08052-8d96-4171-85ad-b634c32fa71b;309;Eerikki Jalanti;TAYS;Antiqua;4;2021-01-05T08:13:28.650575Z
9a834ec6-fd9c-42e6-aedb-8d1951aa3e76;310;Iivari Helismaa;KYS;Antiqua;4;2021-03-24T08:22:53.650593Z
db65d50c-579c-463e-bf94-675d5f739740;311;Linda Wallinmaa;HYKS;Antiqua;4;2021-02-06T09:47:32.650610Z
196857a6-dcd6-4bf6-b531-3c8fb66d7f13;322;Kanerva Tanner;OYS;Antiqua;4;2021-03-25T09:07:50.650799Z
77ce5d03-4c34-4d98-94b4-36f2780f0a56;323;Veini Airila;OYS;Antiqua;4;2021-04-11T20:59:24.650818Z
29a1e566-df71-4fdb-9620-12e94053af1f;329;Raimo Airisto;OYS;Antiqua;4;2021-01-25T00:06:40.650943Z
cc8b69ee-7fb2-4df7-9747-037c64214b08;330;Onerva Koskelo;TYKS;Antiqua;4;2021-02-28T11:30:51.650961Z
3f94953f-630d-43bb-8ac2-c7d32ce25783;334;Unelma Paloheimo;HYKS;Antiqua;4;2021-01-18T12:47:41.651031Z
69222d94-a052-4feb-8227-cf5ab14bc340;337;Julius Virkkunen;HYKS;Antiqua;4;2021-03-06T11:20:29.651121Z
129979cc-e200-421a-afbe-3ded9c949010;340;Tiitus Holma;HYKS;Antiqua;4;2021-02-03T09:43:17.651200Z
0702ba83-f140-42a9-8707-45856cbb5954;346;Aatu Kaira;OYS;Antiqua;4;2021-02-15T13:37:11.651309Z
2cc1d6c4-0a60-4d41-a70f-f77fdbd1b014;347;Aino Sortta;HYKS;Antiqua;4;2021-03-04T14:54:24.651326Z
f76b9fae-3bbe-47ad-97f6-200a071d881a;352;Signe Ivalo;KYS;Antiqua;4;2021-04-06T06:12:57.651411Z
8ff460c2-eeb5-441e-8c90-18764f03681e;353;Nella Tavastähti;HYKS;Antiqua;4;2021-01-19T12:07:53.651436Z
8091c587-bdbb-4583-a28d-b159d9e1592f;354;Sanni Harmaja;KYS;Antiqua;4;2021-02-26T19:07:57.651453Z
63dfd915-fdbd-4ec0-b072-43bc5127aeda;355;Timi Ruusuvaara;TYKS;Antiqua;4;2021-03-21T03:45:21.651471Z
b9e132a0-d11f-488a-af14-00aff2470d2b;357;Noora Laitakari;HYKS;Antiqua;4;2021-01-22T09:46:03.651507Z
bdbd0bb2-7bf4-48d6-8ad6-27ed5dbc8406;359;Aili Airo;OYS;Antiqua;4;2021-02-02T17:25:16.651540Z
c40ff008-1e94-4489-a0e9-f1ffedb5ba11;360;Linnea Helasvuo;KYS;Antiqua;4;2021-03-20T05:23:31.651557Z
791b6a70-0915-4014-81f2-96fd77fd9c94;361;Suoma Niini;KYS;Antiqua;4;2021-02-16T20:40:24.651573Z
a6a96c71-a22e-459e-97b2-a2774a49fd48;364;Juha Nuorvala;TYKS;Antiqua;4;2021-02-03T04:56:26.651628Z
ab63a14b-40d7-418e-bfe0-6cd3ec78290a;366;Jonni Kivirikko;KYS;Antiqua;4;2021-03-10T17:14:33.651662Z
d59cebda-01ac-4790-ad45-e7dbf14922c4;372;Salomo Ylänne;HYKS;Antiqua;4;2021-01-08T09:18:14.653873Z
f917a1b9-787f-4af6-8c21-6ff37d57a138;377;Aapo Niini;OYS;Antiqua;4;2021-01-28T05:19:43.653961Z
a41a5c6f-bec9-45b3-8804-417f1bccadcb;379;Heini Rautavuori;HYKS;Antiqua;4;2021-02-17T06:00:37.653997Z
dfa71a33-f37c-4c85-a9ab-0b5d6749ba3e;380;Jenna Järviluoma;TAYS;Antiqua;4;2021-01-07T01:47:34.654013Z
9a30771b-cbf8-4b50-8fbd-c068d054fa1c;382;Jalmari Hiitonen;TAYS;Antiqua;4;2021-03-08T13:07:02.654047Z
e72bf743-20ee-4795-b493-b6153fa2d8bf;383;Jussi Malmivaara;OYS;Antiqua;4;2021-03-24T18:15:36.654077Z
d6e27727-a8c4-440a-8f9e-1db76bc26172;384;Martta Palosuo;HYKS;Antiqua;4;2021-01-14T21:56:18.654104Z
7b7aa983-ad4f-425b-96df-7fe29edf9c08;386;Tuire Asanti;HYKS;Antiqua;4;2021-01-27T16:09:50.654156Z
8cd810e0-9cac-43c8-a550-4e558a3ca904;387;Melissa Tuulio;OYS;Antiqua;4;2021-03-08T01:13:46.654178Z
cd84fe8f-2d58-400a-b30e-2d42521f468b;390;Kuisma Linkola;OYS;Antiqua;4;2021-02-04T05:34:52.654232Z
04f81f2d-f1e2-4e16-bb03-0f00b9ba8852;391;Milja Wuorimaa/Vuorimaa;HYKS;Antiqua;4;2021-02-18T23:59:06.654269Z
7ed50c6a-285d-48d0-980f-f0a2de6fec88;394;Juho Saarimaa;HYKS;Antiqua;4;2021-02-20T04:56:32.654329Z
f107e23e-dc4f-4619-9298-3ea02183be43;398;Helvi Kahanpää;HYKS;Antiqua;4;2021-03-25T11:24:33.654400Z
d28cfd5b-4306-42e6-adc4-58f12cdf3a7d;403;Joel Saarnio;OYS;Antiqua;4;2021-01-13T17:58:09.654487Z
2d66e1dd-9968-46ec-9120-be91bb97779a;405;Silva Tavastähti;HYKS;Antiqua;4;2021-02-12T13:03:43.654521Z
0d4f98ea-6b51-4035-9227-38678dcde578;407;Valto Linkola;HYKS;Antiqua;4;2021-01-21T23:17:32.654555Z
6a7424ee-dc9d-4798-814f-1a0674d25652;409;Tyyne Waris;OYS;Antiqua;4;2021-02-09T19:13:57.654593Z
7ab9c3a3-4d3b-46cd-82e9-4ec0c015674b;411;Valdemar Mannio;HYKS;Antiqua;4;2021-02-03T10:37:10.654629Z
ca533314-03e2-4470-a2b4-33f1df7a342c;418;Iisakki Suvivuo;KYS;Antiqua;4;2021-04-05T06:49:36.654758Z
94f3a0c0-02c0-47f9-89bd-8369ea1a152d;419;Silva Pihkala;TAYS;Antiqua;4;2021-02-05T03:02:54.654775Z
7b89949e-c6dc-40d6-98c5-2f17eab35268;421;Kanerva Virkkunen;HYKS;Antiqua;4;2021-02-13T04:28:19.654811Z
6a8e5b51-b717-4822-9354-15a69ccf9d98;425;Talvikki Rautavuori;TYKS;Antiqua;4;2021-03-29T03:39:46.654919Z
da88911a-9677-4128-8b0d-7e03ac0a59ee;429;Milo Koskenniemi;TAYS;Antiqua;4;2021-01-13T07:36:34.655012Z
c11474d1-e939-499d-9bb3-3846d8591f56;430;Juhani Rautavuori;TYKS;Antiqua;4;2021-01-14T10:42:36.655030Z
19497636-f8ff-41b9-9951-e6c8550b52c6;431;Jalmari Malmivaara;HYKS;Antiqua;4;2021-02-05T14:16:08.655052Z
63aa42d7-0e15-4dac-bb06-2053222cfc55;434;Markku Järventaus;HYKS;Antiqua;4;2021-02-08T21:47:38.655101Z
3f6c689a-eab6-464f-b630-969aa396422a;437;Lyyli Rautapää;KYS;Antiqua;4;2021-01-19T00:32:35.655150Z
72f87322-e0fd-4dfc-8249-8f216fd039dc;438;Iiris Kannila;TYKS;Antiqua;4;2021-04-03T03:04:32.655169Z
9e4e2b54-97be-4b4e-b0ba-c63e9255489c;441;Eino Ilvessalo;KYS;Antiqua;4;2021-03-16T07:21:47.655220Z
b1ff050d-95bd-4d62-9557-f363c9ce69c1;443;Aina Orjatsalo;TYKS;Antiqua;4;2021-02-01T07:28:35.655251Z
a1339484-4032-43c9-b90d-326cb3724289;444;Veijo Kuusisto;OYS;Antiqua;4;2021-02-27T01:03:53.655267Z
72f5676a-6899-4365-ad7e-47d8d73d3bbc;446;Leea Havu;TAYS;Antiqua;4;2021-03-25T00:35:09.655307Z
d9a61b2d-eb13-4247-ba88-cbe1aeb0c68c;449;Pilvi Saarenpää;HYKS;Antiqua;4;2021-02-22T08:43:43.655358Z
75d051af-0cb2-4b98-a485-6a52ca02395f;451;Nyyrikki Almi;TAYS;Antiqua;4;2021-03-29T18:04:36.655387Z
44d6df82-890f-4809-99f9-de2834b4a7c7;454;Niko Hiidenheimo;HYKS;Antiqua;4;2021-01-04T00:12:59.655433Z
2c2fd670-296c-44ba-916e-04b2f02aa9e1;464;Teo Sillanpää;TYKS;Antiqua;4;2021-04-08T17:34:24.655629Z
df220ce8-38df-4522-923b-a5cb71286a8f;465;Päivö Tuurna;HYKS;Antiqua;4;2021-02-01T09:04:43.655664Z
5226035f-9fb6-424f-a285-4102a71f737d;466;Elina Muroma;HYKS;Antiqua;4;2021-03-02T03:48:54.655678Z
fa6fe69a-2281-4a2a-bbbd-6c1ac70f9c24;469;Matti Hainari;HYKS;Antiqua;4;2021-02-26T23:06:29.655722Z
601e103d-9704-4c61-8d8f-4ae9df5183c2;473;Rauha Orjatsalo;HYKS;Antiqua;4;2021-04-07T06:59:41.655780Z
71fd7333-93aa-4bfa-a8d2-020f3e221219;476;Jani Paasivirta;TAYS;Antiqua;4;2021-01-15T23:07:07.655822Z
6286f413-7a99-4969-b2e3-ff0bea115f25;477;Jonni Lahdensuo;HYKS;Antiqua;4;2021-03-28T03:53:27.655836Z
b5441273-dc53-4188-8ab9-59352f95c54d;479;Raija Almi;HYKS;Antiqua;4;2021-01-22T20:04:53.655862Z
df430e16-e3df-4413-9705-2d76c12e2a97;481;Jiri Rautavirta;KYS;Antiqua;4;2021-03-16T17:26:13.655895Z
86e7839c-a87e-43e5-b236-3eb8b28f97c3;482;Tellervo Valste;HYKS;Antiqua;4;2021-03-28T19:50:22.655910Z
e5889037-1e92-4452-bca0-58e8479b4784;483;Konsta Sirola;KYS;Antiqua;4;2021-01-26T06:26:15.655923Z
4e18d281-9ff9-41a6-94c3-3f7cf872edd1;484;Sinikka Orjatsalo;HYKS;Antiqua;4;2021-02-03T08:27:15.655937Z
ee804d00-b62a-4dcf-b671-ca075f60a0c6;486;Terho Suvivuo;TYKS;Antiqua;4;2021-03-15T21:42:43.655964Z
f8e51e63-77cc-4485-8431-ed4bafcb852b;487;Vesa Rihtniemi;OYS;Antiqua;4;2021-04-03T12:06:12.655980Z
ce5241c7-7d2c-437c-956b-b41acf9fedb9;495;Salla Kivirikko;TAYS;Antiqua;4;2021-03-25T08:20:09.656097Z
ea2c52d1-8bc4-4d34-95ee-17a18a66a13a;496;Liina Talas;HYKS;Antiqua;4;2021-04-05T14:25:04.656111Z
20875681-d70e-4986-8e28-557136873f48;497;Ilmi Paalu;HYKS;Antiqua;4;2021-02-06T02:25:11.656124Z
3428b468-bf64-47ec-a088-b0ca452750af;498;Impi Jurkka;HYKS;Antiqua;4;2021-04-09T20:35:06.656137Z
801ee955-f145-4ff7-99b1-59cf0128dd19;499;Uuno Suvivuo;TYKS;Antiqua;4;2021-04-03T02:24:22.656150Z
db152fce-ca16-4c39-8bde-2f4edefda276;505;Rauno Ailio;HYKS;Antiqua;4;2021-01-16T09:00:33.656235Z
26ee7369-5446-41f6-b9ba-33b6e1b73404;510;Visa Aho;KYS;Antiqua;4;2021-03-11T23:50:29.656312Z
136999f8-0e29-4859-ae9b-5eaec5a73953;511;Nooa Virkkunen;HYKS;Antiqua;4;2021-01-22T08:41:47.656326Z
2f39b19a-8df9-428a-b038-e950c84c5990;515;Nita Kataja;HYKS;Antiqua;4;2021-04-07T03:32:36.656466Z
f876cd71-3315-4209-9958-a729829ef9e9;520;Aili Paatola;HYKS;Antiqua;4;2021-04-03T01:14:32.656567Z
596425c8-f1d6-44ce-b67a-c0e9fa076a42;521;Vili Arohonka;HYKS;Antiqua;4;2021-01-25T09:54:31.656581Z
98f8cb4d-ef3e-4a46-84e5-9fe51a304674;532;Tyyni Nuorpuu;HYKS;Antiqua;4;2021-01-04T11:14:19.656737Z
135646b6-02c8-49f8-8450-24304eeb9489;535;Salme Nuorvala;HYKS;Antiqua;4;2021-03-10T16:25:04.656777Z
256f4670-9831-4348-b8d3-e4c52583cb54;537;Elena Saarenpää;TAYS;Antiqua;4;2021-04-01T05:25:41.656804Z
af5bb9b8-c4a1-443b-96e0-13e58602db50;542;Osmo Jurkka;HYKS;Antiqua;4;2021-01-23T11:10:26.656878Z
bbd9e021-ced1-45d6-bc89-3ffccb89a682;546;Eveliina Jalas;HYKS;Antiqua;4;2021-03-12T17:27:58.656940Z
2d97fbc8-dfde-49d0-a367-6e27e97da425;547;Jeremias Paasilinna;KYS;Antiqua;4;2021-01-19T04:07:38.656953Z
45ab9167-bfd6-4b76-85ad-a5fbe8af8872;549;Taija Rauanheimo;HYKS;Antiqua;4;2021-04-12T10:51:12.656980Z
fd137738-f92a-437c-ab08-8fa95bef9f14;550;Lilli Vanni;HYKS;Antiqua;4;2021-04-10T04:31:15.656994Z
2adb5a24-e9f9-4f4e-b3dc-01eef58cee9d;555;Usko Jaari;TYKS;Antiqua;4;2021-02-22T16:59:17.657067Z
4b86d5ea-95f7-41df-b7e8-961e8971af5f;556;Ismo Veistaro;TYKS;Antiqua;4;2021-02-21T04:34:58.657082Z
